No,VMI,VME,SSA
426,0.585,0.037,1479
427,0.585,0.037,1479
428,0.585,0.037,1479
429,0.585,0.037,1479
430,0.585,0.037,1479
431,0.585,0.037,1479
432,0.585,0.037,1479
433,0.585,0.037,1479
434,0.585,0.037,1479
435,0.585,0.037,1479
436,0.585,0.037,1479
437,0.659,0.161,1735
438,0.659,0.161,1735
439,0.659,0.161,1735
440,0.88,0.278,2307
441,0.88,0.278,2307
442,0.88,0.278,2307
443,1.042,0.423,2750
444,1.042,0.423,2750
445,1.042,0.423,2750
446,1.042,0.423,2750
447,1.042,0.423,2750
448,1.042,0.423,2750
449,1.042,0.423,2750
450,1.042,0.423,2750
451,1.042,0.423,2750
452,1.042,0.423,2750
453,1.042,0.423,2750
454,1.042,0.423,2750
455,1.042,0.423,2750
456,1.042,0.423,2750
457,1.042,0.423,2750
458,0.7,0.03,1770
459,0.7,0.03,1770
460,0.7,0.03,1770
461,0.7,0.03,1770
462,0.7,0.03,1770
463,0.7,0.03,1770
464,0.7,0.03,1770
465,0.7,0.03,1770
466,0.7,0.03,1770
467,0.7,0.03,1770
468,0.7,0.03,1770
469,0.91,0.14,2430
470,0.91,0.14,2430
471,0.91,0.14,2430
472,0.91,0.14,2430
473,0.91,0.14,2430
474,0.91,0.14,2430
475,0.91,0.14,2430
476,0.91,0.14,2430
477,0.91,0.14,2430
478,0.91,0.14,2430
479,0.96,0.13,2455
480,0.96,0.13,2455
481,0.96,0.13,2455
482,0.96,0.13,2455
483,0.96,0.13,2455
484,0.96,0.13,2455
485,0.96,0.13,2455
486,0.96,0.13,2455
487,0.96,0.13,2455
488,0.96,0.13,2455
489,1.05,0.4,3125
490,1.05,0.4,3125
491,1.05,0.4,3125
492,1.05,0.4,3125
493,1.05,0.4,3125
494,1.05,0.4,3125
495,1.05,0.4,3125
496,1.05,0.4,3125
497,1.05,0.4,3125
498,1.05,0.4,3125
499,1.22,0.61,3575
500,1.22,0.61,3575
501,1.22,0.61,3575
502,1.22,0.61,3575
503,1.22,0.61,3575
504,1.22,0.61,3575
505,1.22,0.61,3575
506,1.22,0.61,3575
507,1.22,0.61,3575
508,1.22,0.61,3575
509,0.2,0.04,460
510,0.2,0.04,460
511,0.2,0.04,460
512,0.2,0.04,460
513,0.33,0.06,763
514,0.33,0.06,763
515,0.33,0.06,763
516,0.33,0.06,763
517,0.52,0.08,1160
518,0.52,0.08,1160
519,0.52,0.08,1160
520,0.52,0.08,1160
521,0.52,0.08,1160
522,0.52,0.08,1160
523,0.52,0.08,1160
524,0.52,0.08,1160
525,0.52,0.08,1160
526,0.52,0.08,1160
527,0.52,0.08,1160
528,0.52,0.08,1160
529,0.78,0.32,2130
530,0.78,0.32,2130
531,0.78,0.32,2130
532,0.78,0.32,2130
533,0.67,0.16,1479
534,0.67,0.16,1479
535,0.67,0.16,1479
536,0.67,0.16,1479
537,0.67,0.16,1479
538,0.67,0.16,1479
539,0.67,0.16,1479
540,0.67,0.16,1479
541,0.95,0.23,2102
542,0.95,0.23,2102
543,0.95,0.23,2102
544,0.95,0.23,2102
545,0.95,0.23,2102
546,0.95,0.23,2102
547,0.95,0.23,2102
548,0.95,0.23,2102
549,1.18,0.38,2925
550,1.18,0.38,2925
551,1.18,0.38,2925
552,1.18,0.38,2925
553,1.18,0.38,2925
554,1.18,0.38,2925
555,1.18,0.38,2925
556,1.18,0.38,2925
557,0.36,1.52,2676
558,0.36,1.52,2676
559,0.36,1.52,2676
560,0.36,1.52,2676
561,0.36,1.52,2676
562,0.36,1.52,2676
563,0.36,1.52,2676
564,0.36,1.52,2676
565,0.09,0.08,1080
566,0.09,0.08,1080
567,0.09,0.08,1080
568,0.17,0.26,1120
569,0.17,0.26,1120
570,0.17,0.26,1120
571,0.17,0.26,1120
572,0.17,0.26,1120
573,0.17,0.26,1120
574,0.1,0.13,1163
575,0.1,0.13,1163
576,0.1,0.13,1163
577,0.23,0.55,1322
578,0.23,0.55,1322
579,0.23,0.55,1322
580,0.23,0.55,1322
581,0.23,0.55,1322
582,0.23,0.55,1322
583,0.55,0.5,2510
584,0.55,0.5,2510
585,0.55,0.5,2510
586,0.55,0.5,2510
587,0.55,0.5,2510
588,0.55,0.5,2510
589,0.15,0.41,1720
590,0.15,0.41,1720
591,0.15,0.41,1720
592,0.29,0.49,2100
593,0.29,0.49,2100
594,0.29,0.49,2100
595,0.29,0.49,2100
596,0.29,0.49,2100
597,0.29,0.49,2100
598,0.227,10.073,2698
599,0.227,10.073,2698
600,0.227,10.073,2698
601,0.227,10.073,2698
602,0.227,10.073,2698
603,0.227,10.073,2698
604,0.227,10.073,2698
605,0.227,10.073,2698
606,0.227,10.073,2698
607,0.227,10.073,2698
608,0.12,9.88,2772
609,0.12,9.88,2772
610,0.12,9.88,2772
611,0.12,9.88,2772
612,0.12,9.88,2772
613,0.12,9.88,2772
614,0.12,9.88,2772
615,0.12,9.88,2772
616,0.12,9.88,2772
617,0.12,9.88,2772
618,0.251,4.059,2560
619,0.251,4.059,2560
620,0.251,4.059,2560
621,0.251,4.059,2560
622,0.251,4.059,2560
623,0.251,4.059,2560
624,0.251,4.059,2560
625,0.251,4.059,2560
626,0.251,4.059,2560
627,0.251,4.059,2560
628,0.209,0.931,1948
629,0.209,0.931,1948
630,0.209,0.931,1948
631,0.209,0.931,1948
632,0.209,0.931,1948
633,0.209,0.931,1948
634,0.209,0.931,1948
635,0.209,0.931,1948
636,0.209,0.931,1948
637,0.209,0.931,1948
638,0.014,4.736,1477
639,0.014,4.736,1477
640,0.014,4.736,1477
641,0.014,4.736,1477
642,0.014,4.736,1477
643,0.014,4.736,1477
644,0.014,4.736,1477
645,0.014,4.736,1477
646,0.014,4.736,1477
647,0.014,4.736,1477
648,0.139,2.271,1260
649,0.139,2.271,1260
650,0.139,2.271,1260
651,0.139,2.271,1260
652,0.139,2.271,1260
653,0.139,2.271,1260
654,0.139,2.271,1260
655,0.139,2.271,1260
656,0.139,2.271,1260
657,0.139,2.271,1260
658,0.139,2.271,1260
659,0.495,0.455,1828
660,0.495,0.455,1828
661,0.495,0.455,1828
662,0.495,0.455,1828
663,0.495,0.455,1828
664,0.547,0.453,1900
665,0.547,0.453,1900
666,0.547,0.453,1900
667,0.547,0.453,1900
668,0.547,0.453,1900
669,0.547,0.453,1900
670,0.547,0.453,1900
671,0.547,0.453,1900
672,0.547,0.453,1900
673,0.547,0.453,1900
674,0.611,4.919,2517
675,0.611,4.919,2517
676,0.611,4.919,2517
677,0.611,4.919,2517
678,0.611,4.919,2517
679,0.611,4.919,2517
680,0.611,4.919,2517
681,0.611,4.919,2517
682,0.611,4.919,2517
683,0.611,4.919,2517
684,0.611,4.919,2517
685,0.611,4.919,2517
686,0.611,4.919,2517
687,0.611,4.919,2517
688,0.576,4.834,2495
689,0.576,4.834,2495
690,0.576,4.834,2495
691,0.576,4.834,2495
692,0.576,4.834,2495
693,0.576,4.834,2495
694,0.576,4.834,2495
695,0.576,4.834,2495
696,0.576,4.834,2495
697,0.521,3.269,2462
698,0.521,3.269,2462
699,0.521,3.269,2462
700,0.521,3.269,2462
701,0.521,3.269,2462
702,0.521,3.269,2462
703,0.521,3.269,2462
704,0.521,3.269,2462
705,0.521,3.269,2462
706,0.521,3.269,2462
707,0.521,3.269,2462
708,0.521,3.269,2462
709,0.521,3.269,2462
710,0.521,3.269,2462
711,0.521,3.269,2462
712,0.449,2.811,2109
713,0.449,2.811,2109
714,0.449,2.811,2109
715,0.449,2.811,2109
716,0.449,2.811,2109
717,0.449,2.811,2109
718,0.449,2.811,2109
719,0.449,2.811,2109
720,0.449,2.811,2109
721,0.596,4.634,2734
722,0.596,4.634,2734
723,0.596,4.634,2734
724,0.596,4.634,2734
725,0.596,4.634,2734
726,0.596,4.634,2734
727,0.596,4.634,2734
728,0.596,4.634,2734
729,0.25,0.097,637
730,0.25,0.097,637
731,0.25,0.097,637
732,0.25,0.097,637
733,0.25,0.097,637
734,0.25,0.097,637
735,0.25,0.097,637
736,0.25,0.097,637
737,0.25,0.097,637
738,0.25,0.097,637
739,0.25,0.097,637
740,0.25,0.097,637
741,0.25,0.097,637
742,0.25,0.097,637
743,0.25,0.097,637
744,0.25,0.097,637
745,0.25,0.097,637
746,0.25,0.097,637
747,0.25,0.097,637
748,0.25,0.097,637
749,0.25,0.097,637
750,0.25,0.097,637
751,0.25,0.097,637
752,0.25,0.097,637
753,0.25,0.097,637
754,0.25,0.097,637
755,0.25,0.097,637
756,0.25,0.097,637
757,0.25,0.097,637
758,0.5,0.092,1122
759,0.5,0.092,1122
760,0.5,0.092,1122
761,0.5,0.092,1122
762,0.5,0.092,1122
763,0.5,0.092,1122
764,0.5,0.092,1122
765,0.5,0.092,1122
766,0.5,0.092,1122
767,0.5,0.092,1122
768,0.5,0.092,1122
769,0.5,0.092,1122
770,0.5,0.092,1122
771,0.5,0.092,1122
772,0.5,0.092,1122
773,0.5,0.092,1122
774,0.5,0.092,1122
775,0.5,0.092,1122
776,0.5,0.092,1122
777,0.5,0.092,1122
778,0.5,0.092,1122
779,0.5,0.092,1122
780,0.5,0.092,1122
781,0.5,0.092,1122
782,0.5,0.092,1122
783,0.5,0.092,1122
784,0.5,0.092,1122
785,0.5,0.092,1122
786,0.5,0.092,1122
787,0.31,0.192,849
788,0.31,0.192,849
789,0.31,0.192,849
790,0.31,0.192,849
791,0.31,0.192,849
792,0.31,0.192,849
793,0.31,0.192,849
794,0.31,0.192,849
795,0.31,0.192,849
796,0.31,0.192,849
797,0.31,0.192,849
798,0.31,0.192,849
799,0.31,0.192,849
800,0.31,0.192,849
801,0.31,0.192,849
802,0.31,0.192,849
803,0.31,0.192,849
804,0.31,0.192,849
805,0.31,0.192,849
806,0.31,0.192,849
807,0.31,0.192,849
808,0.31,0.192,849
809,0.31,0.192,849
810,0.31,0.192,849
811,0.31,0.192,849
812,0.31,0.192,849
813,0.31,0.192,849
814,0.31,0.192,849
815,0.31,0.192,849
816,0.49,0.01,1270
817,0.49,0.01,1270
818,0.49,0.01,1270
819,0.49,0.01,1270
820,0.49,0.01,1270
821,0.49,0.01,1270
822,0.49,0.01,1270
823,0.49,0.01,1270
824,0.49,0.01,1270
825,0.49,0.01,1270
826,0.49,0.01,1270
827,0.51,0.02,1330
828,0.51,0.02,1330
829,0.51,0.02,1330
830,0.51,0.02,1330
831,0.51,0.02,1330
832,0.51,0.02,1330
833,0.51,0.02,1330
834,0.51,0.02,1330
835,0.51,0.02,1330
836,0.51,0.02,1330
837,0.51,0.02,1330
838,0.67,0.05,1690
839,0.67,0.05,1690
840,0.67,0.05,1690
841,0.67,0.05,1690
842,0.67,0.05,1690
843,0.67,0.05,1690
844,0.67,0.05,1690
845,0.67,0.05,1690
846,0.67,0.05,1690
847,0.67,0.05,1690
848,0.67,0.05,1690
849,0.67,0.05,1690
850,0.67,0.05,1690
851,0.67,0.05,1690
852,0.67,0.05,1690
853,0.67,0.05,1690
854,0.67,0.05,1690
855,0.67,0.05,1690
856,0.67,0.05,1690
857,0.67,0.05,1690
858,0.67,0.05,1690
859,0.2,0.26,670
860,0.2,0.26,670
861,0.2,0.26,670
862,0.2,0.26,670
863,0.2,0.26,670
864,0.2,0.26,670
865,0.2,0.26,670
866,0.2,0.26,670
867,0.2,0.26,670
868,0.2,0.26,670
869,0.2,0.26,670
870,0.2,0.26,670
871,0.2,0.26,670
872,0.2,0.26,670
873,0.45,0.12,1281
874,0.45,0.12,1281
875,0.45,0.12,1281
876,0.45,0.12,1281
877,0.45,0.12,1281
878,0.45,0.12,1281
879,0.45,0.12,1281
880,0.45,0.12,1281
881,0.45,0.12,1281
882,0.45,0.12,1281
883,0.45,0.12,1281
884,0.45,0.12,1281
885,0.45,0.12,1281
886,0.45,0.12,1281
887,0.45,0.12,1281
888,0.45,0.12,1281
889,0.45,0.12,1281
890,0.45,0.12,1281
891,0.45,0.12,1281
892,0.49,0.16,1202
893,0.49,0.16,1202
894,0.49,0.16,1202
895,0.49,0.16,1202
896,0.49,0.16,1202
897,0.49,0.16,1202
898,0.49,0.16,1202
899,0.49,0.16,1202
900,0.49,0.16,1202
901,0.49,0.16,1202
902,0.49,0.16,1202
903,0.49,0.16,1202
904,0.49,0.16,1202
905,0.49,0.16,1202
906,0.49,0.16,1202
907,0.49,0.16,1202
908,0.49,0.16,1202
909,0.49,0.16,1202
910,0.49,0.16,1202
911,0.7,0.1,1575
912,0.7,0.1,1575
913,0.7,0.1,1575
914,0.7,0.1,1575
915,0.7,0.1,1575
916,0.7,0.1,1575
917,0.7,0.1,1575
918,0.7,0.1,1575
919,0.7,0.1,1575
920,0.7,0.1,1575
921,0.7,0.1,1575
922,0.7,0.1,1575
923,0.7,0.1,1575
924,0.7,0.1,1575
925,0.7,0.1,1575
926,0.7,0.1,1575
927,0.7,0.1,1575
928,0.7,0.1,1575
929,0.7,0.1,1575
930,0.53,0.22,1557
931,0.53,0.22,1557
932,0.53,0.22,1557
933,0.53,0.22,1557
934,0.53,0.22,1557
935,0.53,0.22,1557
936,0.53,0.22,1557
937,0.53,0.22,1557
938,0.53,0.22,1557
939,0.53,0.22,1557
940,0.53,0.22,1557
941,0.53,0.22,1557
942,0.53,0.22,1557
943,0.53,0.22,1557
944,0.53,0.22,1557
945,0.53,0.22,1557
946,0.53,0.22,1557
947,0.53,0.22,1557
948,0.53,0.22,1557
949,0.9,0.3,2274
950,0.9,0.3,2274
951,0.9,0.3,2274
952,0.9,0.3,2274
953,0.9,0.3,2274
954,0.9,0.3,2274
955,0.9,0.3,2274
956,0.9,0.3,2274
957,0.9,0.3,2274
958,0.9,0.3,2274
959,0.9,0.3,2274
960,0.9,0.3,2274
961,0.9,0.3,2274
962,0.9,0.3,2274
963,0.9,0.3,2274
964,0.9,0.3,2274
965,0.9,0.3,2274
966,0.9,0.3,2274
967,0.7,0.7,2377
968,0.7,0.7,2377
969,0.7,0.7,2377
970,0.7,0.7,2377
971,0.7,0.7,2377
972,0.7,0.7,2377
973,0.7,0.7,2377
974,0.7,0.7,2377
975,0.7,0.7,2377
976,0.7,0.7,2377
977,0.7,0.7,2377
978,0.7,0.7,2377
979,0.7,0.7,2377
980,0.7,0.7,2377
981,0.7,0.7,2377
982,0.7,0.7,2377
983,0.7,0.7,2377
984,0.7,0.7,2377
985,0.3,1.8,2980
986,0.3,1.8,2980
987,0.3,1.8,2980
988,0.36,1.44,2783
989,0.36,1.44,2783
990,0.36,1.44,2783
991,0.54,0.11,1511
992,0.54,0.11,1511
993,0.54,0.11,1511
994,0.54,0.11,1511
995,0.54,0.11,1511
996,0.54,0.11,1511
997,0.67,0.11,1830
998,0.67,0.11,1830
999,0.67,0.11,1830
1000,0.67,0.11,1830
1001,0.67,0.11,1830
1002,0.67,0.11,1830
1003,0.74,0.19,2163
1004,0.74,0.19,2163
1005,0.74,0.19,2163
1006,0.74,0.19,2163
1007,0.74,0.19,2163
1008,0.74,0.19,2163
1009,0.74,0.41,2610
1010,0.74,0.41,2610
1011,0.74,0.41,2610
1012,0.74,0.41,2610
1013,0.74,0.41,2610
1014,0.74,0.41,2610
1015,0.05,0.46,346
1016,0.05,0.55,390
1017,0.06,0.61,451
1018,0.14,0.43,625
1019,0.35,0.26,1327
1020,0,0.16,55
