No,VMI,VME,SSA
1090,0.57,0,1006
1091,0.57,0,1006
1092,0.57,0,1006
1093,0.57,0,1006
1094,0.57,0,1006
1095,0.57,0,1006
1096,0.53,0,898
1097,0.53,0,898
1098,0.53,0,898
1099,0.53,0,898
1100,0.53,0,898
1101,0.53,0,898
1102,0.53,0,898
1103,0.53,0,898
1104,0.53,0,898
1105,0.53,0,898
1106,0.53,0,898
1107,0.53,0,898
1108,0.53,0,898
1109,0.53,0,898
1110,0.31,0,699
1111,0.31,0,699
1112,0.31,0,699
1113,0.31,0,699
1114,0.31,0,699
1115,0.31,0,699
1116,0.31,0,699
1117,0.31,0,699
1118,0.31,0,699
1119,0.31,0,699
1120,0.31,0,699
1121,0.31,0,699
1122,0.31,0,699
1123,0.64,0,1123
1124,0.64,0,1123
1125,0.64,0,1123
1126,0.64,0,1123
1127,0.64,0,1123
1128,0.64,0,1123
1129,0.64,0,1123
1130,0.64,0,1123
1131,0.64,0,1123
1132,0.64,0,1123
1133,0.64,0,1123
1134,0.64,0,1123
1135,0.64,0,1123
1136,0.64,0,1123
1137,0.64,0,1123
1138,0.57,0,1006
1139,0.57,0,1006
1140,0.57,0,1006
1141,0.57,0,1006
1142,0.57,0,1006
1143,0.57,0,1006
1144,0.57,0,1006
1145,0.57,0,1006
1146,0.57,0,1006
1147,0.57,0,1006
1148,0.57,0,1006
1149,0.57,0,1006
1150,0.33,0.23,1037
1151,0.33,0.23,1037
1152,0.33,0.23,1037
1153,0.33,0.23,1037
1154,0.33,0.23,1037
1155,0.33,0.23,1037
1156,0.33,0.23,1037
1157,0.33,0.23,1037
1158,0.33,0.23,1037
1159,0.33,0.23,1037
1160,0.33,0.23,1037
1161,0.38,0.13,1154
1162,0.38,0.13,1154
1163,0.38,0.13,1154
1164,0.38,0.13,1154
1165,0.38,0.13,1154
1166,0.38,0.13,1154
1167,0.38,0.13,1154
1168,0.38,0.13,1154
1169,0.38,0.13,1154
1170,0.374,0.081,910
1171,0.374,0.081,910
1172,0.374,0.081,910
1173,0.374,0.081,910
1174,0.374,0.081,910
1175,0.374,0.081,910
1176,0.374,0.081,910
1177,0.374,0.081,910
1178,0.374,0.081,910
1179,0.374,0.081,910
1180,0.374,0.081,910
1181,0.374,0.081,910
1182,0.374,0.081,910
1183,0.374,0.081,910
1184,0.374,0.081,910
1185,0.374,0.081,910
1186,0.374,0.081,910
1187,0.374,0.081,910
1188,0.374,0.081,910
1189,0.374,0.081,910
1190,0.374,0.081,910
1191,0.393,0.123,1071
1192,0.393,0.123,1071
1193,0.393,0.123,1071
1194,0.393,0.123,1071
1195,0.393,0.123,1071
1196,0.393,0.123,1071
1197,0.393,0.123,1071
1198,0.393,0.123,1071
1199,0.393,0.123,1071
1200,0.393,0.123,1071
1201,0.393,0.123,1071
1202,0.393,0.123,1071
1203,0.393,0.123,1071
1204,0.393,0.123,1071
1205,0.393,0.123,1071
1206,0.393,0.123,1071
1207,0.393,0.123,1071
1208,0.393,0.123,1071
1209,0.2068,0.2632,803
1210,0.2068,0.2632,803
1211,0.2068,0.2632,803
1212,0.2068,0.2632,803
1213,0.2068,0.2632,803
1214,0.2068,0.2632,803
1215,0.2068,0.2632,803
1216,0.2068,0.2632,803
1217,0.2068,0.2632,803
1218,0.3787,0,1100
1219,0.3787,0,1100
1220,0.3787,0,1100
1221,0.3787,0,1100
1222,0.3787,0,1100
1223,0.3787,0,1100
1224,0.3787,0,1100
1225,0.3787,0,1100
1226,0.3787,0,1100
1227,0.3787,0,1100
1228,0.3787,0,1100
1229,0.4509,0,1130
1230,0.4509,0,1130
1231,0.4509,0,1130
1232,0.4509,0,1130
1233,0.4509,0,1130
1234,0.4509,0,1130
1235,0.4509,0,1130
1236,0.4509,0,1130
1237,0.4509,0,1130
1238,0.4509,0,1130
1239,0.4509,0,1130
1240,0.4547,0,1230
1241,0.4547,0,1230
1242,0.4547,0,1230
1243,0.4547,0,1230
1244,0.4547,0,1230
1245,0.4547,0,1230
1246,0.4547,0,1230
1247,0.4547,0,1230
1248,0.4547,0,1230
1249,0.4547,0,1230
1250,0.4649,0,1340
1251,0.4649,0,1340
1252,0.4649,0,1340
1253,0.4649,0,1340
1254,0.4649,0,1340
1255,0.4649,0,1340
1256,0.4649,0,1340
1257,0.4649,0,1340
1258,0.4649,0,1340
1259,0.4649,0,1340
1260,0.7297,0,1960
1261,0.7297,0,1960
1262,0.7297,0,1960
1263,0.7297,0,1960
1264,0.7297,0,1960
1265,0.7297,0,1960
1266,0.7297,0,1960
1267,0.7297,0,1960
1268,0.7297,0,1960
1269,0.7297,0,1960
1270,0.3787,0,1100
1271,0.3787,0,1100
1272,0.3787,0,1100
1273,0.3787,0,1100
1274,0.3787,0,1100
1275,0.3787,0,1100
1276,0.3787,0,1100
1277,0.3787,0,1100
1278,0.3787,0,1100
1279,0.3787,0,1100
1280,0.4509,0,1130
1281,0.4509,0,1130
1282,0.4509,0,1130
1283,0.4509,0,1130
1284,0.4509,0,1130
1285,0.4509,0,1130
1286,0.4509,0,1130
1287,0.4509,0,1130
1288,0.4509,0,1130
1289,0.4509,0,1130
1290,0.4547,0,1230
1291,0.4547,0,1230
1292,0.4547,0,1230
1293,0.4547,0,1230
1294,0.4547,0,1230
1295,0.4547,0,1230
1296,0.4547,0,1230
1297,0.4547,0,1230
1298,0.4547,0,1230
1299,0.4547,0,1230
1300,0.4649,0,1340
1301,0.4649,0,1340
1302,0.4649,0,1340
1303,0.4649,0,1340
1304,0.4649,0,1340
1305,0.4649,0,1340
1306,0.4649,0,1340
1307,0.4649,0,1340
1308,0.4649,0,1340
1309,0.4649,0,1340
1310,0.7297,0,1960
1311,0.7297,0,1960
1312,0.7297,0,1960
1313,0.7297,0,1960
1314,0.7297,0,1960
1315,0.7297,0,1960
1316,0.7297,0,1960
1317,0.7297,0,1960
1318,0.7297,0,1960
1319,0.7297,0,1960
1320,0.7297,0,1960
1321,0.7,0.18,1800
1322,0.7,0.18,1800
1323,0.7,0.18,1800
1324,0.7,0.18,1800
1325,0.7,0.18,1800
1326,0.7,0.18,1800
1327,0.7,0.18,1800
1328,0.7,0.18,1800
1329,0.7,0.18,1800
1330,0.7,0.18,1800
1331,0.7,0.18,1800
1332,0.7,0.18,1800
1333,0.94,0.23,2420
1334,0.94,0.23,2420
1335,0.94,0.23,2420
1336,0.94,0.23,2420
1337,0.94,0.23,2420
1338,0.94,0.23,2420
1339,0.94,0.23,2420
1340,0.94,0.23,2420
1341,0.94,0.23,2420
1342,0.94,0.23,2420
1343,0.94,0.23,2420
1344,0.94,0.23,2420
1345,0.94,0.23,2420
1346,1.02,0.26,2640
1347,1.02,0.26,2640
1348,1.02,0.26,2640
1349,1.02,0.26,2640
1350,1.02,0.26,2640
1351,1.02,0.26,2640
1352,1.02,0.26,2640
1353,0.68,0.23,1770
1354,0.68,0.23,1770
1355,0.68,0.23,1770
1356,0.68,0.23,1770
1357,0.68,0.23,1770
1358,0.68,0.23,1770
1359,0.68,0.23,1770
1360,0.32,0.03,914.3
1361,0.32,0.03,914.3
1362,0.32,0.03,914.3
1363,0.32,0.03,914.3
1364,0.32,0.03,914.3
1365,0.32,0.03,914.3
1366,0.32,0.03,914.3
1367,0.32,0.03,914.3
1368,0.32,0.03,914.3
1369,0.3,0.02,841.63
1370,0.3,0.02,841.63
1371,0.3,0.02,841.63
1372,0.3,0.02,841.63
1373,0.3,0.02,841.63
1374,0.3,0.02,841.63
1375,0.3,0.02,841.63
1376,0.3,0.02,841.63
1377,0.3,0.02,841.63
1378,0.3,0.02,841.63
1379,0.3,0.02,841.63
1380,0.3,0.02,841.63
1381,0.15,0.01,423.91
1382,0.15,0.01,423.91
1383,0.15,0.01,423.91
1384,0.15,0.01,423.91
1385,0.15,0.01,423.91
1386,0.15,0.01,423.91
1387,0.15,0.01,423.91
1388,0.15,0.01,423.91
1389,0.15,0.01,423.91
1390,0.15,0.01,423.91
1391,0.15,0.01,423.91
1392,0.15,0.01,423.91
1393,0.15,0.01,423.91
1394,0.85,0.05,2151
1395,0.85,0.05,2151
1396,0.85,0.05,2151
1397,0.85,0.05,2151
1398,0.85,0.05,2151
1399,0.85,0.05,2151
1400,0.85,0.05,2151
1401,0.85,0.05,2151
1402,0.85,0.05,2151
1403,0.85,0.05,2151
1404,0.85,0.05,2151
1405,0.85,0.05,2151
1406,0.6,0.03,1598
1407,0.6,0.03,1598
1408,0.6,0.03,1598
1409,0.6,0.03,1598
1410,0.6,0.03,1598
1411,0.6,0.03,1598
1412,0.6,0.03,1598
1413,0.6,0.03,1598
1414,0.6,0.03,1598
1415,0.6,0.03,1598
1416,0.6,0.03,1598
1417,0.47,0,1220
1418,0.47,0,1220
1419,0.47,0,1220
1420,0.47,0,1220
1421,0.47,0,1220
1422,0.47,0,1220
1423,0.47,0,1220
1424,0.47,0,1220
1425,0.47,0,1220
1426,0.47,0,1220
1427,0.47,0,1220
1428,0.47,0,1220
1429,0.47,0,1220
1430,0.47,0,1220
1431,0.47,0,1220
1432,0.47,0,1220
1433,0.47,0,1220
1434,0.47,0,1220
1435,0.22,0.03,593
1436,0.22,0.03,593
1437,0.22,0.03,593
1438,0.22,0.03,593
1439,0.22,0.03,593
1440,0.327,0.156,885
1441,0.327,0.156,885
1442,0.327,0.156,885
1443,0.327,0.156,885
1444,0.327,0.156,885
1445,0.327,0.156,885
1446,0.327,0.156,885
1447,0.327,0.156,885
1448,0.327,0.156,885
1449,0.256,0.069,790
1450,0.256,0.069,790
1451,0.256,0.069,790
1452,0.256,0.069,790
1453,0.256,0.069,790
1454,0.256,0.069,790
1455,0.256,0.069,790
1456,0.256,0.069,790
1457,0.256,0.069,790
1458,0.256,0.069,790
1459,0.205,0.015,496
1460,0.205,0.015,496
1461,0.205,0.015,496
1462,0.205,0.015,496
1463,0.205,0.015,496
1464,0.205,0.015,496
1465,0.205,0.015,496
1466,0.205,0.015,496
1467,0.205,0.015,496
1468,0.205,0.015,496
1469,0.109,0.021,310
1470,0.109,0.021,310
1471,0.109,0.021,310
1472,0.109,0.021,310
1473,0.109,0.021,310
1474,0.109,0.021,310
1475,0.109,0.021,310
1476,0.109,0.021,310
1477,0.109,0.021,310
1478,0.6,0.05,1452
1479,0.6,0.05,1452
1480,0.6,0.05,1452
1481,0.6,0.05,1452
1482,0.6,0.05,1452
1483,0.6,0.05,1452
1484,0.32,0.07,809
1485,0.32,0.07,809
1486,0.32,0.07,809
1487,0.32,0.07,809
1488,0.32,0.07,809
1489,0.32,0.07,809
1490,0.32,0.07,809
1491,0.5,0.229,1215
1492,0.5,0.229,1215
1493,0.5,0.229,1215
1494,0.5,0.229,1215
1495,0.5,0.229,1215
1496,0.5,0.229,1215
1497,0.5,0.229,1215
1498,0.5,0.229,1215
1499,0.5,0.229,1215
1500,0.5,0.229,1215
1501,0.5,0.229,1215
1502,0.5,0.229,1215
1503,0.5,0.229,1215
1504,0.5,0.229,1215
1505,0.5,0.229,1215
1506,0.82,0.502,1966
1507,0.82,0.502,1966
1508,0.82,0.502,1966
1509,0.82,0.502,1966
1510,0.82,0.502,1966
1511,0.82,0.502,1966
1512,0.82,0.502,1966
1513,0.82,0.502,1966
1514,0.82,0.502,1966
1515,0.82,0.502,1966
1516,0.82,0.502,1966
1517,0.82,0.502,1966
1518,0.82,0.502,1966
1519,0.82,0.502,1966
1520,0.82,0.502,1966
1521,0.82,0.502,1966
1522,0.56,0.561,1482
1523,0.56,0.561,1482
1524,0.56,0.561,1482
1525,0.56,0.561,1482
1526,0.56,0.561,1482
1527,0.56,0.561,1482
1528,0.56,0.561,1482
1529,0.56,0.561,1482
1530,0.56,0.561,1482
1531,0.56,0.561,1482
1532,0.56,0.561,1482
1533,0.56,0.561,1482
1534,0.56,0.561,1482
1535,0.56,0.561,1482
1536,0.487,0.062,1338
1537,0.487,0.062,1338
1538,0.487,0.062,1338
1539,0.487,0.062,1338
1540,0.487,0.062,1338
1541,0.487,0.062,1338
1542,0.487,0.062,1338
1543,0.487,0.062,1338
1544,0.487,0.062,1338
1545,0.487,0.062,1338
1546,0.487,0.062,1338
1547,0.487,0.062,1338
1548,0.487,0.062,1338
1549,0.487,0.062,1338
1550,0.487,0.062,1338
1551,0.487,0.062,1338
1552,0.487,0.062,1338
1553,0.487,0.062,1338
1554,0.487,0.062,1338
1555,0.487,0.062,1338
1556,0.487,0.062,1338
1557,0.487,0.062,1338
1558,0.487,0.062,1338
1559,0.487,0.062,1338
1560,0.487,0.062,1338
1561,0.487,0.062,1338
1562,0.487,0.062,1338
1563,0.487,0.062,1338
1564,0.487,0.062,1338
1565,0.487,0.062,1338
1566,0.487,0.062,1338
1567,0.487,0.062,1338
1568,0.487,0.062,1338
1569,0.487,0.062,1338
1570,0.487,0.062,1338
1571,0.487,0.062,1338
1572,0.24,0.04,582.92
1573,0.24,0.04,582.92
1574,0.24,0.04,582.92
1575,0.24,0.04,582.92
1576,0.24,0.04,582.92
1577,0.24,0.04,582.92
1578,0.24,0.04,582.92
1579,0.24,0.04,582.92
1580,0.24,0.04,582.92
1581,0.24,0.04,582.92
1582,0.24,0.04,582.92
1583,0.24,0.04,582.92
1584,0.24,0.04,582.92
1585,0.24,0.04,582.92
1586,0.24,0.04,582.92
1587,0.18,0.035,446.87
1588,0.18,0.035,446.87
1589,0.18,0.035,446.87
1590,0.18,0.035,446.87
1591,0.18,0.035,446.87
1592,0.18,0.035,446.87
1593,0.18,0.035,446.87
1594,0.18,0.035,446.87
1595,0.18,0.035,446.87
1596,0.18,0.035,446.87
1597,0.18,0.035,446.87
1598,0.18,0.035,446.87
1599,0.18,0.035,446.87
1600,0.18,0.035,446.87
1601,0.18,0.035,446.87
1602,0.18,0.035,446.87
1603,0.094,0.025,241.82
1604,0.094,0.025,241.82
1605,0.094,0.025,241.82
1606,0.094,0.025,241.82
1607,0.094,0.025,241.82
1608,0.094,0.025,241.82
1609,0.094,0.025,241.82
1610,0.094,0.025,241.82
1611,0.094,0.025,241.82
1612,0.094,0.025,241.82
1613,0.094,0.025,241.82
1614,0.094,0.025,241.82
1615,0.094,0.025,241.82
1616,0.094,0.025,241.82
1617,0.24,0.04,582.92
1618,0.24,0.04,582.92
1619,0.24,0.04,582.92
1620,0.24,0.04,582.92
1621,0.24,0.04,582.92
1622,0.24,0.04,582.92
1623,0.24,0.04,582.92
1624,0.24,0.04,582.92
1625,0.24,0.04,582.92
1626,0.24,0.04,582.92
1627,0.24,0.04,582.92
1628,0.24,0.04,582.92
1629,0.24,0.04,582.92
1630,0.24,0.04,582.92
1631,0.24,0.04,582.92
1632,0.24,0.04,582.92
1633,0.18,0.035,446.87
1634,0.18,0.035,446.87
1635,0.18,0.035,446.87
1636,0.18,0.035,446.87
1637,0.18,0.035,446.87
1638,0.18,0.035,446.87
1639,0.18,0.035,446.87
1640,0.18,0.035,446.87
1641,0.18,0.035,446.87
1642,0.18,0.035,446.87
1643,0.18,0.035,446.87
1644,0.18,0.035,446.87
1645,0.18,0.035,446.87
1646,0.18,0.035,446.87
1647,0.18,0.035,446.87
1648,0.094,0.025,241.82
1649,0.094,0.025,241.82
1650,0.094,0.025,241.82
1651,0.094,0.025,241.82
1652,0.094,0.025,241.82
1653,0.094,0.025,241.82
1654,0.094,0.025,241.82
1655,0.094,0.025,241.82
1656,0.094,0.025,241.82
1657,0.24,0.04,582.92
1658,0.24,0.04,582.92
1659,0.24,0.04,582.92
1660,0.18,0.035,446.87
1661,0.18,0.035,446.87
1662,0.18,0.035,446.87
1663,0.18,0.035,446.87
1664,0.18,0.035,446.87
1665,0.18,0.035,446.87
1666,0.18,0.035,446.87
1667,0.18,0.035,446.87
1668,0.18,0.035,446.87
1669,0.18,0.035,446.87
1670,0.18,0.035,446.87
1671,0.18,0.035,446.87
1672,0.18,0.035,446.87
1673,0.094,0.025,241.82
1674,0.094,0.025,241.82
1675,0.094,0.025,241.82
1676,0.094,0.025,241.82
1677,0.094,0.025,241.82
1678,0.094,0.025,241.82
1679,0.094,0.025,241.82
1680,0.094,0.025,241.82
1681,0.648,0.48,1343
1682,0.648,0.48,1343
1683,0.648,0.48,1343
1684,0.648,0.48,1343
1685,0.648,0.48,1343
1686,0.648,0.48,1343
1687,0.648,0.48,1343
1688,0.648,0.48,1343
1689,0.648,0.48,1343
1690,0.648,0.48,1343
1691,0.648,0.48,1343
1692,0.648,0.48,1343
1693,0.648,0.48,1343
1694,0.286,0.034,536.5
1695,0.437,0.061,815.2
1696,0.574,0.061,1040.3
1697,0.574,0.061,1040.3
1698,0.574,0.061,1040.3
1699,0.574,0.061,1040.3
1700,0.58,0.42,1548
1701,0.58,0.42,1548
1702,0.58,0.42,1548
1703,0.58,0.42,1548
1704,0.58,0.42,1548
1705,0.58,0.42,1548
1706,0.58,0.42,1548
1707,0.58,0.42,1548
1708,0.58,0.42,1548
1709,0.368,0.135,800.5
1710,0.368,0.135,800.5
1711,0.368,0.135,800.5
1712,0.368,0.135,800.5
1713,0.368,0.135,800.5
1714,0.368,0.135,800.5
1715,0.368,0.135,800.5
1716,0.368,0.135,800.5
1717,0.368,0.135,800.5
1718,0.381,0.155,812.3
1719,0.381,0.155,812.3
1720,0.381,0.155,812.3
1721,0.381,0.155,812.3
1722,0.381,0.155,812.3
1723,0.381,0.155,812.3
1724,0.381,0.155,812.3
1725,0.381,0.155,812.3
1726,0.381,0.155,812.3
1727,0.381,0.155,812.3
1728,0.958,0.473,2336
1729,0.958,0.473,2336
1730,0.958,0.473,2336
1731,0.958,0.473,2336
1732,0.958,0.473,2336
1733,0.958,0.473,2336
1734,0.958,0.473,2336
1735,0.958,0.473,2336
1736,0.749,0.365,1822
1737,0.749,0.365,1822
1738,0.749,0.365,1822
1739,0.749,0.365,1822
1740,0.749,0.365,1822
1741,0.749,0.365,1822
1742,0.749,0.365,1822
1743,0.625,0.416,1668
1744,0.625,0.416,1668
1745,0.625,0.416,1668
1746,0.625,0.416,1668
1747,0.625,0.416,1668
1748,0.625,0.416,1668
1749,0.625,0.416,1668
1750,0.625,0.416,1668
1751,1.123,0.176,2021
1752,1.123,0.176,2021
1753,1.123,0.176,2021
1754,1.123,0.176,2021
1755,1.123,0.176,2021
1756,1.123,0.176,2021
1757,0.761,0.163,1438
1758,0.761,0.163,1438
1759,0.761,0.163,1438
1760,0.761,0.163,1438
1761,0.761,0.163,1438
1762,0.55,0.225,1261
1763,0.55,0.225,1261
1764,0.55,0.225,1261
1765,0.55,0.225,1261
1766,0.7,0.72,2637
1767,0.7,0.72,2637
1768,0.7,0.72,2637
1769,0.7,0.72,2637
1770,0.7,0.72,2637
1771,0.7,0.72,2637
1772,0.7,0.72,2637
1773,0.7,0.72,2637
1774,0.7,0.72,2637
1775,0.7,0.72,2637
1776,0.7,0.72,2637
1777,0.7,0.72,2637
1778,0.267,0.066,671.17
1779,0.267,0.066,671.17
1780,0.267,0.066,671.17
1781,0.267,0.066,671.17
1782,0.267,0.066,671.17
1783,0.247,0.075,643.25
1784,0.247,0.075,643.25
1785,0.247,0.075,643.25
1786,0.247,0.075,643.25
1787,0.247,0.075,643.25
1788,0.247,0.075,643.25
1789,0.247,0.075,643.25
1790,0.247,0.075,643.25
1791,0.247,0.075,643.25
1792,0.267,0.066,671.17
1793,0.267,0.066,671.17
1794,0.267,0.066,671.17
1795,0.267,0.066,671.17
1796,0.267,0.066,671.17
1797,0.267,0.066,671.17
1798,0.267,0.066,671.17
1799,0.267,0.066,671.17
1800,0.247,0.075,643.25
1801,0.247,0.075,643.25
1802,0.247,0.075,643.25
1803,0.247,0.075,643.25
1804,0.247,0.075,643.25
1805,0.247,0.075,643.25
1806,0.247,0.075,643.25
1807,0.267,0.066,671.17
1808,0.267,0.066,671.17
1809,0.267,0.066,671.17
1810,0.267,0.066,671.17
1811,0.267,0.066,671.17
1812,0.267,0.066,671.17
1813,0.267,0.066,671.17
1814,0.247,0.075,643.25
1815,0.247,0.075,643.25
1816,0.247,0.075,643.25
1817,0.247,0.075,643.25
1818,0.247,0.075,643.25
1819,0.247,0.075,643.25
1820,0.247,0.075,643.25
1821,0.345,0.165,922
1822,0.345,0.165,922
1823,0.345,0.165,922
1824,0.345,0.165,922
1825,0.345,0.165,922
1826,0.345,0.165,922
1827,0.345,0.165,922
1828,0.345,0.165,922
1829,0.345,0.165,922
1830,0.345,0.165,922
1831,0.345,0.165,922
1832,0.345,0.165,922
1833,0.345,0.165,922
1834,0.345,0.165,922
1835,0.345,0.165,922
1836,0.345,0.165,922
1837,0.345,0.165,922
1838,0.345,0.165,922
1839,0.345,0.165,922
1840,0.345,0.165,922
1841,0.345,0.165,922
1842,0.345,0.165,922
1843,0.345,0.165,922
1844,0.345,0.165,922
1845,0.345,0.165,922
1846,0.345,0.165,922
1847,0.345,0.165,922
1848,0.345,0.165,922
1849,0.345,0.165,922
1850,0.345,0.165,922
1851,0.345,0.165,922
1852,0.345,0.165,922
1853,0.345,0.165,922
1854,0.345,0.165,922
1855,0.345,0.165,922
1856,0.345,0.165,922
1857,0.345,0.165,922
1858,0.345,0.165,922
1859,0.345,0.165,922
1860,0.345,0.165,922
1861,0.345,0.165,922
1862,0.345,0.165,922
1863,0.345,0.165,922
1864,0.345,0.165,922
1865,0.345,0.165,922
1866,0.345,0.165,922
1867,0.345,0.165,922
1868,0.345,0.165,922
1869,0.345,0.165,922
1870,0.345,0.165,922
1871,0.345,0.165,922
1872,0.345,0.165,922
1873,0.345,0.165,922
1874,0.345,0.165,922
1875,0.26,0.7,1492
1876,0.26,0.7,1492
1877,0.26,0.7,1492
1878,0.26,0.7,1492
1879,0.26,0.7,1492
1880,0.26,0.7,1492
1881,0.26,0.7,1492
1882,0.26,0.7,1492
1883,0.26,0.7,1492
1884,0.26,0.7,1492
1885,0.26,0.7,1492
1886,0.26,0.7,1492
1887,0.26,0.7,1492
1888,0.29,0.72,1671
1889,0.29,0.72,1671
1890,0.29,0.72,1671
1891,0.29,0.72,1671
1892,0.29,0.72,1671
1893,0.29,0.72,1671
1894,0.29,0.72,1671
1895,0.29,0.72,1671
1896,0.29,0.72,1671
1897,0.29,0.72,1671
1898,0.26,0.47,1254
1899,0.26,0.47,1254
1900,0.26,0.47,1254
1901,0.26,0.47,1254
1902,0.26,0.47,1254
1903,0.26,0.47,1254
1904,0.26,0.47,1254
1905,0.26,0.47,1254
1906,0.26,0.47,1254
1907,0.26,0.47,1254
1908,0.26,0.47,1254
1909,0.26,0.47,1254
1910,0.11,0.14,464
1911,0.11,0.14,464
1912,0.11,0.14,464
1913,0.11,0.14,464
1914,0.11,0.14,464
1915,0.11,0.14,464
1916,0.11,0.14,464
1917,0.11,0.14,464
1918,0.11,0.14,464
1919,0.11,0.14,464
1920,0.11,0.14,464
1921,0.11,0.14,464
1922,0.26,0.7,1492
1923,0.26,0.7,1492
1924,0.26,0.7,1492
1925,0.26,0.7,1492
1926,0.26,0.7,1492
1927,0.26,0.7,1492
1928,0.26,0.7,1492
1929,0.26,0.7,1492
1930,0.26,0.7,1492
1931,0.74,0.49,2261
1932,0.74,0.49,2261
1933,0.74,0.49,2261
1934,0.74,0.49,2261
1935,0.74,0.49,2261
1936,0.74,0.49,2261
1937,0.74,0.49,2261
1938,0.74,0.49,2261
1939,0.74,0.49,2261
1940,0.74,0.49,2261
1941,0.74,0.49,2261
1942,0.74,0.49,2261
1943,0.74,0.49,2261
1944,0.74,0.49,2261
1945,0.74,0.49,2261
1946,0.74,0.49,2261
1947,0.74,0.49,2261
1948,0.74,0.49,2261
1949,0.74,0.49,2261
1950,0.74,0.49,2261
1951,0.74,0.49,2261
1952,0.74,0.49,2261
1953,0.74,0.49,2261
1954,0.74,0.49,2261
1955,0.74,0.49,2261
1956,0.74,0.49,2261
1957,0.74,0.49,2261
1958,0.74,0.49,2261
1959,0.74,0.49,2261
1960,0.74,0.49,2261
1961,0.74,0.49,2261
1962,0.74,0.49,2261
1963,0.74,0.49,2261
1964,0.74,0.49,2261
1965,0.74,0.49,2261
1966,0.74,0.49,2261
1967,0.68,0.19,1980
1968,0.68,0.19,1980
1969,0.68,0.19,1980
1970,0.68,0.19,1980
1971,0.68,0.19,1980
1972,0.68,0.19,1980
1973,0.68,0.19,1980
1974,0.68,0.19,1980
